(1, [], [None], [(35, 0)], [True], None, None, True, None)
256
kabuto#-1
kuwagata#-1
Index[#version],Entry00
114#kabuto,\x03\x00\xdb\xdb\xdb\xdb\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x0f\x0a\x05\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
114#kuwagata,\x03\x00\xdb\xdb\xdb\xdb\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x0f\x0a\x05\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
115#kabuto,\x03\x00\xdb\xdb\xdb\xdb\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x19\x14\x0f\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
115#kuwagata,\x03\x00\xdb\xdb\xdb\xdb\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x19\x14\x0f\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
116#kabuto,\x03\x00\xdb\xdb\xdb\xdb\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x23\x1e\x19\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
116#kuwagata,\x03\x00\xdb\xdb\xdb\xdb\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x23\x1e\x19\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
117#kabuto,\x03\x00\xdb\xdb\xdb\xdb\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x2d\x28\x23\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
117#kuwagata,\x03\x00\xdb\xdb\xdb\xdb\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x2d\x28\x23\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
118#kabuto,\x03\x00\xdb\xdb\xdb\xdb\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x37\x32\x2d\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
118#kuwagata,\x03\x00\xdb\xdb\xdb\xdb\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x37\x32\x2d\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
119,\x03\x00\x83\x83\x83\x83\x84\x84\x84\x84\x87\x87\x87\x2b\x17\x17\x07\x0f\x0a\x05\x23\x02\x31\x10\x02\x13\x10\x33\x30\x00\x23\x10\x23\x10\x06
120,\x03\x00\x83\x83\x83\x83\x84\x84\x84\x84\x87\x87\x87\x2b\x17\x17\x07\x19\x14\x0f\x23\x02\x31\x10\x02\x13\x10\x33\x30\x00\x23\x10\x23\x10\x06
121,\x03\x00\x83\x83\x83\x83\x84\x84\x84\x84\x87\x87\x87\x2b\x17\x17\x07\x23\x1e\x19\x23\x02\x31\x10\x02\x13\x10\x33\x30\x00\x23\x10\x23\x10\x06
122,\x03\x00\x83\x83\x83\x83\x84\x84\x84\x84\x87\x87\x87\x2b\x17\x17\x07\x2d\x28\x23\x23\x02\x31\x10\x02\x13\x10\x33\x30\x00\x23\x10\x23\x10\x06
123,\x03\x00\x83\x83\x83\x83\x84\x84\x84\x84\x87\x87\x87\x2b\x17\x17\x07\x37\x32\x2d\x23\x02\x31\x10\x02\x13\x10\x33\x30\x00\x23\x10\x23\x10\x06
124#kabuto,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x27\x27\x27\x2c\x17\x07\x17\x0f\x0a\x05\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x21\x03\x10\x20\x00
124#kuwagata,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x14\x14\x14\x2c\x17\x07\x15\x0f\x0a\x05\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
125#kabuto,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x27\x27\x27\x2c\x17\x07\x17\x19\x14\x0f\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x21\x03\x10\x20\x00
125#kuwagata,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x14\x14\x14\x2c\x17\x07\x15\x19\x14\x0f\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
126#kabuto,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x27\x27\x27\x2c\x17\x07\x17\x23\x1e\x19\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x21\x03\x10\x20\x00
126#kuwagata,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x14\x14\x14\x2c\x17\x07\x15\x23\x1e\x19\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
127#kabuto,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x27\x27\x27\x2c\x17\x07\x17\x2d\x28\x23\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x21\x03\x10\x20\x00
127#kuwagata,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x14\x14\x14\x2c\x17\x07\x15\x2d\x28\x23\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
128#kabuto,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x27\x27\x27\x2c\x17\x07\x17\x37\x32\x2d\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x21\x03\x10\x20\x00
128#kuwagata,\x03\x00\x23\x23\x23\x23\x22\x22\x22\x22\x14\x14\x14\x2c\x17\x07\x15\x37\x32\x2d\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
129,\x03\x00\xf3\xf3\xf3\xf3\x91\x91\x91\x91\x82\x82\x82\x2a\x07\x06\x08\x0f\x0a\x05\x23\x02\x30\x23\x00\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
130,\x03\x00\xf3\xf3\xf3\xf3\x91\x91\x91\x91\x82\x82\x82\x2a\x07\x06\x08\x19\x14\x0f\x23\x02\x30\x23\x00\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
131,\x03\x00\xf3\xf3\xf3\xf3\x91\x91\x91\x91\x82\x82\x82\x2a\x07\x06\x08\x23\x1e\x19\x23\x02\x30\x23\x00\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
132,\x03\x00\xf3\xf3\xf3\xf3\x91\x91\x91\x91\x82\x82\x82\x2a\x07\x06\x08\x2d\x28\x23\x23\x02\x30\x23\x00\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
133,\x03\x00\xf3\xf3\xf3\xf3\x91\x91\x91\x91\x82\x82\x82\x2a\x07\x06\x08\x37\x32\x2d\x23\x02\x30\x23\x00\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
134#kabuto,\x01\x00\x5c\x5c\x5c\x5c\x00\x00\x00\x00\x00\x00\x00\x00\x07\x08\x08\x0f\x0a\x05\x20\x21\x03\x33\x00\x23\x11\x11\x15\x02\x11\x11\x11\x15\x00
134#kuwagata,\x01\x00\x5b\x5b\x5b\x5b\x00\x00\x00\x00\x00\x00\x00\x00\x15\x08\x08\x0f\x0a\x05\x20\x21\x03\x33\x00\x23\x11\x11\x15\x02\x11\x11\x11\x15\x00
135#kabuto,\x02\x00\x5c\x5c\x5c\x5c\x0b\x0b\x0b\x0b\x00\x00\x00\x00\x07\x1c\x08\x19\x14\x0f\x20\x21\x03\x33\x00\x80\x23\x05\x76\x01\x11\x11\x11\x15\x00
135#kuwagata,\x02\x00\x5b\x5b\x5b\x5b\x12\x12\x12\x12\x00\x00\x00\x00\x15\x08\x08\x19\x14\x0f\x20\x21\x03\x33\x00\x11\x11\x11\x15\x00\x11\x11\x11\x15\x00
136#kabuto,\x03\x00\x5c\x5c\x5c\x5c\x0b\x0b\x0b\x0b\x0b\x0b\x0b\x0b\x07\x1c\x1c\x23\x1e\x19\x20\x21\x03\x33\x00\x80\x23\x05\x76\x01\x81\x23\x01\x23\x01
136#kuwagata,\x03\x00\x5b\x5b\x5b\x5b\x12\x12\x12\x12\x12\x12\x12\x12\x15\x08\x08\x23\x1e\x19\x20\x21\x03\x33\x00\x11\x11\x11\x15\x00\x12\x30\x12\x30\x00
137#kabuto,\x03\x00\x5c\x5c\x5c\x5c\x0b\x0b\x0b\x0b\x0b\x0b\x0b\x0b\x07\x1c\x1c\x2d\x28\x23\x20\x21\x03\x33\x00\x80\x23\x05\x76\x01\x81\x23\x01\x23\x01
137#kuwagata,\x03\x00\x5b\x5b\x5b\x5b\x12\x12\x12\x12\x12\x12\x12\x12\x15\x08\x08\x2d\x28\x23\x20\x21\x03\x33\x00\x11\x11\x11\x15\x00\x12\x30\x12\x30\x00
138#kabuto,\x03\x00\x5c\x5c\x5c\x5c\x0b\x0b\x0b\x0b\x0b\x0b\x0b\x0b\x07\x1c\x1c\x37\x32\x2d\x20\x21\x03\x33\x00\x80\x23\x05\x76\x01\x81\x23\x01\x23\x01
138#kuwagata,\x03\x00\x5b\x5b\x5b\x5b\x12\x12\x12\x12\x12\x12\x12\x12\x15\x08\x08\x37\x32\x2d\x20\x21\x03\x33\x00\x11\x11\x11\x15\x00\x12\x30\x12\x30\x00
139,\x03\x00\x08\x08\x08\x08\x0d\x0d\x0d\x0d\xcc\xcc\xcc\xcc\x1c\x07\x09\x0f\x0a\x05\x23\x02\x30\x23\x00\x10\x10\x10\x15\x00\x11\x00\x11\x00\x00
140,\x03\x00\x08\x08\x08\x08\x0d\x0d\x0d\x0d\xcc\xcc\xcc\xcc\x1c\x07\x09\x19\x14\x0f\x23\x02\x30\x23\x00\x10\x10\x10\x15\x00\x11\x00\x11\x00\x00
141,\x03\x00\x08\x08\x08\x08\x0d\x0d\x0d\x0d\xcc\xcc\xcc\xcc\x1c\x07\x09\x23\x1e\x19\x23\x02\x30\x23\x00\x10\x10\x10\x15\x00\x11\x00\x11\x00\x00
142,\x03\x00\x08\x08\x08\x08\x0d\x0d\x0d\x0d\xcc\xcc\xcc\xcc\x1c\x07\x09\x2d\x28\x23\x23\x02\x30\x23\x00\x10\x10\x10\x15\x00\x11\x00\x11\x00\x00
143,\x03\x00\x08\x08\x08\x08\x0d\x0d\x0d\x0d\xcc\xcc\xcc\xcc\x1c\x07\x09\x37\x32\x2d\x23\x02\x30\x23\x00\x10\x10\x10\x15\x00\x11\x00\x11\x00\x00
144,\x01\x00\x58\x58\x58\x58\x00\x00\x00\x00\x00\x00\x00\x00\x06\x08\x08\x0f\x0a\x05\x23\x02\x30\x23\x06\x23\x11\x11\x15\x02\x11\x11\x11\x15\x00
145,\x02\x00\x58\x58\x58\x58\x58\x58\x58\x58\x00\x00\x00\x00\x06\x06\x08\x19\x14\x0f\x23\x02\x30\x23\x06\x10\x13\x01\x30\x06\x11\x11\x11\x15\x00
146,\x03\x00\x58\x58\x58\x58\x58\x58\x58\x58\x68\x68\x68\x2c\x06\x06\x1c\x23\x1e\x19\x23\x02\x30\x23\x06\x10\x13\x01\x30\x06\x12\x31\x01\x01\x04
147,\x03\x00\x58\x58\x58\x58\x58\x58\x58\x58\x68\x68\x68\x2c\x06\x06\x1c\x2d\x28\x23\x23\x02\x30\x23\x06\x10\x13\x01\x30\x06\x12\x31\x01\x01\x04
148,\x03\x00\x58\x58\x58\x58\x58\x58\x58\x58\x68\x68\x68\x2c\x06\x06\x1c\x37\x32\x2d\x23\x02\x30\x23\x06\x10\x13\x01\x30\x06\x12\x31\x01\x01\x04
149#kabuto,\x03\x00\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\x08\x08\x08\x0f\x0a\x05\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
149#kuwagata,\x03\x00\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x1c\x1c\x1c\x0f\x0a\x05\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
150#kabuto,\x03\x00\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\x08\x08\x08\x19\x14\x0f\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
150#kuwagata,\x03\x00\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x1c\x1c\x1c\x19\x14\x0f\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
151#kabuto,\x03\x00\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\x08\x08\x08\x23\x1e\x19\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
151#kuwagata,\x03\x00\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x1c\x1c\x1c\x23\x1e\x19\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
152#kabuto,\x03\x00\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\x08\x08\x08\x2d\x28\x23\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
152#kuwagata,\x03\x00\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x1c\x1c\x1c\x2d\x28\x23\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
153#kabuto,\x03\x00\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\xb1\x08\x08\x08\x37\x32\x2d\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
153#kuwagata,\x03\x00\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x9b\x1c\x1c\x1c\x37\x32\x2d\x81\x10\x11\x05\x01\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
154,\x03\x00\x65\x65\x65\x65\x56\x56\x56\x56\x56\x56\x56\x56\x07\x15\x15\x0f\x0a\x05\x23\x82\x30\x23\x03\x12\x30\x12\x30\x00\x11\x13\x33\x22\x03
155,\x03\x00\x65\x65\x65\x65\x56\x56\x56\x56\x56\x56\x56\x56\x07\x15\x15\x19\x14\x0f\x23\x82\x30\x23\x03\x12\x30\x12\x30\x00\x11\x13\x33\x22\x03
156,\x03\x00\x65\x65\x65\x65\x56\x56\x56\x56\x56\x56\x56\x56\x07\x15\x15\x23\x1e\x19\x23\x82\x30\x23\x03\x12\x30\x12\x30\x00\x11\x13\x33\x22\x03
157,\x03\x00\x65\x65\x65\x65\x65\x65\x65\x65\x56\x56\x56\x56\x07\x07\x15\x2d\x28\x23\x23\x82\x30\x23\x03\x83\x32\x30\x23\x03\x11\x13\x33\x22\x03
158,\x03\x00\x65\x65\x65\x65\x65\x65\x65\x65\x65\x65\x65\x65\x07\x07\x07\x37\x32\x2d\x23\x82\x30\x23\x03\x83\x32\x30\x23\x03\x22\x82\x30\x20\x03
159#kabuto,\x03\x00\xdf\xdf\xdf\xdf\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x0f\x0a\x05\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
159#kuwagata,\x03\x00\xdf\xdf\xdf\xdf\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x0f\x0a\x05\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
160#kabuto,\x03\x00\xdf\xdf\xdf\xdf\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x19\x14\x0f\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
160#kuwagata,\x03\x00\xdf\xdf\xdf\xdf\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x19\x14\x0f\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
161#kabuto,\x03\x00\xdf\xdf\xdf\xdf\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x23\x1e\x19\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
161#kuwagata,\x03\x00\xdf\xdf\xdf\xdf\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x23\x1e\x19\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
162#kabuto,\x03\x00\xdf\xdf\xdf\xdf\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x2d\x28\x23\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
162#kuwagata,\x03\x00\xdf\xdf\xdf\xdf\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x2d\x28\x23\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
163#kabuto,\x03\x00\xdf\xdf\xdf\xdf\xb5\xb5\xb5\xb5\xb5\xb5\xb5\xb5\x14\x1c\x1c\x37\x32\x2d\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
163#kuwagata,\x03\x00\xdf\xdf\xdf\xdf\xb2\xb2\xb2\xb2\xb2\xb2\xb2\xb2\x14\x07\x07\x37\x32\x2d\x12\x31\x23\x00\x00\x81\x10\x32\x71\x06\x10\x80\x23\x16\x06
164,\x03\x00\x8b\x8b\x8b\x8b\x8c\x8c\x8c\x8c\x89\x89\x89\x2a\x17\x06\x1c\x0f\x0a\x05\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
165,\x03\x00\x8b\x8b\x8b\x8b\x8c\x8c\x8c\x8c\x89\x89\x89\x2a\x17\x06\x1c\x19\x14\x0f\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
166,\x03\x00\x8b\x8b\x8b\x8b\x8c\x8c\x8c\x8c\x89\x89\x89\x2a\x17\x06\x1c\x23\x1e\x19\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
167,\x03\x00\x8b\x8b\x8b\x8b\x8c\x8c\x8c\x8c\x89\x89\x89\x2a\x17\x06\x1c\x2d\x28\x23\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
168,\x03\x00\x8b\x8b\x8b\x8b\x8c\x8c\x8c\x8c\x89\x89\x89\x2a\x17\x06\x1c\x37\x32\x2d\x23\x02\x31\x10\x02\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
169#kabuto,\x01\x00\x76\x76\x76\x76\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x0f\x0a\x05\x10\x80\x23\x95\x04\x23\x11\x11\x15\x02\x11\x11\x11\x15\x00
169#kuwagata,\x01\x00\x71\x71\x71\x71\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x0f\x0a\x05\x10\x80\x23\x95\x04\x23\x11\x11\x15\x02\x11\x11\x11\x15\x00
170#kabuto,\x02\x00\x76\x76\x76\x76\xee\xee\xee\xee\x00\x00\x00\x00\x08\x15\x08\x19\x14\x0f\x10\x80\x23\x95\x04\x10\x13\x01\x30\x06\x11\x11\x11\x15\x00
170#kuwagata,\x02\x00\x71\x71\x71\x71\xee\xee\xee\xee\x00\x00\x00\x00\x08\x15\x08\x19\x14\x0f\x10\x80\x23\x95\x04\x10\x13\x01\x30\x06\x11\x11\x11\x15\x00
171#kabuto,\x03\x00\x76\x76\x76\x76\xee\xee\xee\xee\x76\x76\x76\x76\x08\x15\x08\x23\x1e\x19\x10\x80\x23\x95\x04\x10\x13\x01\x30\x06\x82\x30\x23\x45\x04
171#kuwagata,\x03\x00\x71\x71\x71\x71\xee\xee\xee\xee\x71\x71\x71\x71\x08\x15\x08\x23\x1e\x19\x10\x80\x23\x95\x04\x10\x13\x01\x30\x06\x82\x30\x23\x45\x04
172#kabuto,\x03\x00\x76\x76\x76\x76\xee\xee\xee\xee\x76\x76\x76\x76\x08\x15\x08\x2d\x28\x23\x10\x80\x23\x95\x04\x10\x13\x01\x30\x06\x82\x30\x23\x45\x04
172#kuwagata,\x03\x00\x71\x71\x71\x71\xee\xee\xee\xee\x71\x71\x71\x71\x08\x15\x08\x2d\x28\x23\x10\x80\x23\x95\x04\x10\x13\x01\x30\x06\x82\x30\x23\x45\x04
173#kabuto,\x03\x00\x76\x76\x76\x76\xee\xee\xee\xee\x76\x76\x76\x76\x08\x15\x08\x37\x32\x2d\x10\x80\x23\x95\x04\x10\x13\x01\x30\x06\x82\x30\x23\x45\x04
173#kuwagata,\x03\x00\x71\x71\x71\x71\xee\xee\xee\xee\x71\x71\x71\x71\x08\x15\x08\x37\x32\x2d\x10\x80\x23\x95\x04\x10\x13\x01\x30\x06\x82\x30\x23\x45\x04
174,\x01\x00\xc2\xc2\xc2\xc2\x00\x00\x00\x00\x00\x00\x00\x00\x1c\x08\x08\x0f\x0a\x05\x02\x02\x02\x02\x00\x23\x11\x11\x15\x02\x11\x11\x11\x15\x00
175,\x02\x00\xc2\xc2\xc2\xc2\xbf\xbf\xbf\xbf\x00\x00\x00\x00\x1c\x15\x08\x19\x14\x0f\x02\x02\x02\x02\x00\x23\x23\x23\x23\x00\x11\x11\x11\x15\x00
176,\x03\x00\xc2\xc2\xc2\xc2\xbf\xbf\xbf\xbf\xc2\xc2\xc2\xc2\x1c\x15\x1c\x23\x1e\x19\x02\x02\x02\x02\x00\x23\x23\x23\x23\x00\x03\x03\x03\x03\x00
177,\x03\x00\xc2\xc2\xc2\xc2\xbf\xbf\xbf\xbf\xc2\xc2\xc2\xc2\x1c\x15\x1c\x2d\x28\x23\x02\x02\x02\x02\x00\x23\x23\x23\x23\x00\x03\x03\x03\x03\x00
178,\x03\x00\xc2\xc2\xc2\xc2\xbf\xbf\xbf\xbf\xc2\xc2\xc2\xc2\x1c\x15\x1c\x37\x32\x2d\x02\x02\x02\x02\x00\x23\x23\x23\x23\x00\x03\x03\x03\x03\x00
179,\x03\x00\xaa\xaa\xaa\xaa\xa9\xa9\xa9\xa9\xa9\xa9\xa9\x2b\x15\x08\x05\x0f\x0a\x05\x12\x30\x23\x23\x00\x32\x32\x03\x20\x00\x11\x10\x20\x30\x00
180,\x03\x00\xaa\xaa\xaa\xaa\xa9\xa9\xa9\xa9\xa9\xa9\xa9\x2b\x15\x08\x05\x19\x14\x0f\x12\x30\x23\x23\x00\x32\x32\x03\x20\x00\x11\x10\x20\x30\x00
181,\x03\x00\xe7\xe7\xe7\xe7\xaa\xaa\xaa\xaa\xa9\xa9\xa9\x2b\x15\x15\x05\x23\x1e\x19\x21\x03\x10\x23\x05\x32\x03\x20\x32\x00\x11\x10\x20\x30\x00
182,\x03\x00\xe7\xe7\xe7\xe7\xaa\xaa\xaa\xaa\xa9\xa9\xa9\x2b\x15\x15\x05\x2d\x28\x23\x21\x03\x10\x23\x05\x32\x03\x20\x32\x00\x11\x10\x20\x30\x00
183,\x03\x00\xe7\xe7\xe7\xe7\xaa\xaa\xaa\xaa\xa9\xa9\xa9\x2b\x15\x15\x05\x37\x32\x2d\x21\x03\x10\x23\x05\x32\x03\x20\x32\x00\x11\x10\x20\x30\x00
184,\x03\x00\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\x2c\x16\x16\x16\x0f\x0a\x05\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
185,\x03\x00\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\x2c\x16\x16\x16\x19\x14\x0f\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
186,\x03\x00\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\x2c\x16\x16\x16\x23\x1e\x19\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
187,\x03\x00\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\x2c\x16\x16\x16\x2d\x28\x23\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
188,\x03\x00\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\xa6\x2c\x16\x16\x16\x37\x32\x2d\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
189#kabuto,\x03\x01\xc0\xe8\xe8\xc0\xe8\xc0\xe8\xe8\xe8\xe8\xc0\xe8\x07\x1a\x1a\x0f\x0a\x05\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
189#kuwagata,\x03\x01\xa5\xe8\xe8\xa5\xe8\xa5\xe8\xe8\xe8\xe8\xa5\xe8\x14\x1a\x1a\x0f\x0a\x05\x23\x01\x01\x01\x06\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
190#kabuto,\x03\x01\xc0\xe8\xe8\xc0\xe8\xc0\xe8\xe8\xe8\xe8\xc0\xe8\x07\x1a\x1a\x19\x14\x0f\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
190#kuwagata,\x03\x01\xa5\xe8\xe8\xa5\xe8\xa5\xe8\xe8\xe8\xe8\xa5\xe8\x14\x1a\x1a\x19\x14\x0f\x23\x01\x01\x01\x06\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
191#kabuto,\x03\x01\xc0\xe8\xe8\xc0\xe8\xc0\xe8\xe8\xe8\xe8\xc0\xe8\x07\x1a\x1a\x23\x1e\x19\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
191#kuwagata,\x03\x01\xa5\xe8\xe8\xa5\xe8\xa5\xe8\xe8\xe8\xe8\xa5\xe8\x14\x1a\x1a\x23\x1e\x19\x23\x01\x01\x01\x06\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
192#kabuto,\x03\x01\xc0\xe8\xe8\xc0\xe8\xc0\xe8\xe8\xe8\xe8\xc0\xe8\x07\x1a\x1a\x2d\x28\x23\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
192#kuwagata,\x03\x01\xa5\xe8\xe8\xa5\xe8\xa5\xe8\xe8\xe8\xe8\xa5\xe8\x14\x1a\x1a\x2d\x28\x23\x23\x01\x01\x01\x06\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
193#kabuto,\x03\x01\xc0\xe8\xe8\xc0\xe8\xc0\xe8\xe8\xe8\xe8\xc0\xe8\x07\x1a\x1a\x37\x32\x2d\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
193#kuwagata,\x03\x01\xa5\xe8\xe8\xa5\xe8\xa5\xe8\xe8\xe8\xe8\xa5\xe8\x14\x1a\x1a\x37\x32\x2d\x23\x01\x01\x01\x06\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
